idx,imdb_id,title,genres,keywords,overview,popularity,release_date,tagline,vote_average,vote_count,overview_tk,tagline_tk
31,tt0025316,It Happened One Night,"['Comedy', 'Romance']","['miami', 'reference to the big bad wolf', 'reporter']","Ellie Andrews has just tied the knot with society aviator King Westley when she is whisked away to her father's yacht and out of King's clutches. Ellie jumps ship and eventually winds up on a bus headed back to her husband. Reluctantly she must accept the help of out-of- work reporter Peter Warne. Actually, Warne doesn't give her any choice: either she sticks with him until he gets her back to her husband, or he'll blow the whistle on Ellie to her father. Either way, Peter gets what he wants... a really juicy newspaper story!",6.465257,1934-02-22,TOGETHER... for the first time,7.7,283,"['ellie', 'andrews', 'tied', 'knot', 'society', 'aviator', 'king', 'westley', 'whisked', 'away', 'father', 'yacht', 'king', 'clutches', 'ellie', 'jumps', 'ship', 'eventually', 'winds', 'bus', 'headed', 'back', 'husband', 'reluctantly', 'must', 'accept', 'help', 'out-of-', 'work', 'reporter', 'peter', 'warne', 'actually', 'warne', ""n't"", 'give', 'choice', ':', 'either', 'sticks', 'gets', 'back', 'husband', ""'ll"", 'blow', 'whistle', 'ellie', 'father', 'either', 'way', 'peter', 'gets', 'wants', '...', 'really', 'juicy', 'newspaper', 'story', '!']","['together', 'first', 'time']"
32,tt0053125,North by Northwest,"['Mystery', 'Thriller']","['assassination', 'spy', 'mount rushmore national memorial', 'mistaken identity', 'on the run', 'fugitive', 'espionage', 'advertising', 'framed', 'government agent']","Advertising man Roger Thornhill is mistaken for a spy, triggering a deadly cross-country chase.",12.410427,1959-07-07,It's a deadly game of 'tag' and Cary Grant is 'it'...,7.8,1062,"['advertising', 'man', 'roger', 'thornhill', 'mistaken', 'spy', 'triggering', 'deadly', 'cross-country', 'chase']","['deadly', 'game', ""'tag"", 'cary', 'grant', ""'it""]"
33,tt0053604,The Apartment,"['Comedy', 'Drama', 'Romance']","['new york', ""new year's eve"", 'lovesickness', 'age difference', 'suicide attempt', 'office', 'flat', 'spaghetti', 'christmas party', 'winter', 'clerk', 'tennis racket', 'romantic comedy', 'extramarital affair']","Bud Baxter is a minor clerk in a huge New York insurance company, until he discovers a quick way to climb the corporate ladder. He lends out his apartment to the executives as a place to take their mistresses. Although he often has to deal with the aftermath of their visits, one night he's left with a major problem to solve.",11.994281,1960-06-15,"Movie-wise, there has never been anything like it - laugh-wise, love-wise, or otherwise-wise!",8.1,498,"['bud', 'baxter', 'minor', 'clerk', 'huge', 'new', 'york', 'insurance', 'company', 'discovers', 'quick', 'way', 'climb', 'corporate', 'ladder', 'lends', 'apartment', 'executives', 'place', 'take', 'mistresses', 'although', 'often', 'deal', 'aftermath', 'visits', 'one', 'night', 'left', 'major', 'problem', 'solve']","['movie-wise', 'never', 'anything', 'like', '-', 'laugh-wise', 'love-wise', 'otherwise-wise']"
34,tt0053291,Some Like It Hot,"['Comedy', 'Romance']","['chicago', 'witness', 'musician', 'mafia', 'cross dressing', 'band', 'spats', 'all girl band', ""st. valentine's day massacre"", 'sugar', ""valentine's day"", 'dressing']","Two musicians witness a mob hit and struggle to find a way out of the city before they are found by the gangsters. Their only opportunity is to join an all-girl band as they leave on a tour. To make their getaway they must first disguise themselves as women, then keep their identities secret and deal with the problems this brings - such as an attractive bandmate and a very determined suitor.",11.845107,1959-03-18,The movie too HOT for words!,8,835,"['two', 'musicians', 'witness', 'mob', 'hit', 'struggle', 'find', 'way', 'city', 'found', 'gangsters', 'opportunity', 'join', 'all-girl', 'band', 'leave', 'tour', 'make', 'getaway', 'must', 'first', 'disguise', 'women', 'keep', 'identities', 'secret', 'deal', 'problems', 'brings', '-', 'attractive', 'bandmate', 'determined', 'suitor']","['movie', 'hot', 'words']"
35,tt0034583,Casablanca,"['Drama', 'Romance']","['love triangle', 'corruption', 'spy', 'resistance', 'casablanca', 'emigration', 'visa', 'patriotism', 'nationalism', 'concentration camp', 'nazis', 'war', 'melodrama', 'film noir']","In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications.",13.916101,1942-11-26,They had a date with fate in Casablanca!,7.9,1462,"['casablanca', 'morocco', 'december', '1941', 'cynical', 'american', 'expatriate', 'meets', 'former', 'lover', 'unforeseen', 'complications']","['date', 'fate', 'casablanca']"
36,tt0032138,The Wizard of Oz,"['Adventure', 'Family', 'Fantasy']","['witch', 'adolescence', 'based on novel', 'secret identity', 'clock', 'dream', 'lion', 'tornado', 'scarecrow', 'musical', 'crow', 'music', 'kansas', 'classic', 'imaginary land', 'cowardliness', 'sepia color']","Young Dorothy finds herself in a magical world where she makes friends with a lion, a scarecrow and a tin man as they make their way along the yellow brick road to talk with the Wizard and ask for the things they miss most in their lives. The Wicked Witch of the West is the only thing that could stop them.",22.064932,1939-08-15,"We're off to see the Wizard, the wonderful Wizard of Oz!",7.4,1689,"['young', 'dorothy', 'finds', 'magical', 'world', 'makes', 'friends', 'lion', 'scarecrow', 'tin', 'man', 'make', 'way', 'along', 'yellow', 'brick', 'road', 'talk', 'wizard', 'ask', 'things', 'miss', 'lives', 'wicked', 'witch', 'west', 'thing', 'could', 'stop']","[""'re"", 'see', 'wizard', 'wonderful', 'wizard', 'oz']"
37,tt0031381,Gone with the Wind,"['Drama', 'Romance', 'War']","['life and death', 'civil war', 'southern usa', 'loss of child', 'marriage proposal', 'atlanta', 'luxury', 'plantation', 'typhus', 'business woman', 'marriage crisis']",An American classic in which a manipulative woman and a roguish man carry on a turbulent love affair in the American south during the Civil War and Reconstruction.,14.240357,1939-12-15,The greatest romance of all time!,7.7,995,"['american', 'classic', 'manipulative', 'woman', 'roguish', 'man', 'carry', 'turbulent', 'love', 'affair', 'american', 'south', 'civil', 'war', 'reconstruction']","['greatest', 'romance', 'time']"
38,tt0043014,Sunset Boulevard,['Drama'],"[""new year's eve"", 'screenwriter', 'jealousy', 'butler', 'loss of sense of reality', 'diva', 'hollywood', 'madness', 'aging actor', 'silent film star', 'film noir']",A hack screenwriter writes a screenplay for a former silent-film star who has faded into Hollywood obscurity.,11.709777,1950-08-10,A Hollywood Story,8.2,533,"['hack', 'screenwriter', 'writes', 'screenplay', 'former', 'silent-film', 'star', 'faded', 'hollywood', 'obscurity']","['hollywood', 'story']"
39,tt0033467,Citizen Kane,"['Mystery', 'Drama']","['journalist', 'newspaper', 'florida', 'capitalist', 'banker', 'media tycoon', 'art collector', 'sleigh', 'money', 'child']","Newspaper magnate, Charles Foster Kane is taken from his mother as a boy and made the ward of a rich industrialist. As a result, every well-meaning, tyrannical or self-destructive move he makes for the rest of his life appears in some way to be a reaction to that deeply wounding event.",15.811921,1941-04-30,It's Terrific!,8,1244,"['newspaper', 'magnate', 'charles', 'foster', 'kane', 'taken', 'mother', 'boy', 'made', 'ward', 'rich', 'industrialist', 'result', 'every', 'well-meaning', 'tyrannical', 'self-destructive', 'move', 'makes', 'rest', 'life', 'appears', 'way', 'reaction', 'deeply', 'wounding', 'event']",['terrific']
40,tt0062622,2001: A Space Odyssey,"['Science Fiction', 'Mystery', 'Adventure']","['moon', 'jupiter', 'artificial intelligence', 'man vs machine', 'technology', 'super computer', 'human being', 'space travel', 'space mission', 'moon base', 'astronaut', 'evolution', 'monolith', 'space station']","Humanity finds a mysterious object buried beneath the lunar surface and sets off to find its origins with the help of HAL 9000, the world's most advanced super computer.",22.494622,1968-04-10,An epic drama of adventure and exploration,7.9,3075,"['humanity', 'finds', 'mysterious', 'object', 'buried', 'beneath', 'lunar', 'surface', 'sets', 'find', 'origins', 'help', 'hal', '9000', 'world', 'advanced', 'super', 'computer']","['epic', 'drama', 'adventure', 'exploration']"
41,tt0042192,All About Eve,['Drama'],"['jealousy', 'obsession', 'manipulation', 'fan', 'engagement', 'celebrity', 'party', 'melodrama', 'playwright', 'hollywood', 'black and white', 'director', 'relationship', 'insecurity', 'envy', 'broadway', 'critic', 'based on short story', 'theater', 'actress', 'entertainment']","From the moment she glimpses her idol at the stage door, Eve Harrington is determined to take the reins of power away from the great actress Margo Channing. Eve maneuvers her way into Margo's Broadway role, becomes a sensation and even causes turmoil in the lives of Margo's director boyfriend, her playwright and his wife. Only the cynical drama critic sees through Eve, admiring her audacity and perfect pattern of deceit.",12.06308,1950-11-09,It's all about women... and their men!,8,367,"['moment', 'glimpses', 'idol', 'stage', 'door', 'eve', 'harrington', 'determined', 'take', 'reins', 'power', 'away', 'great', 'actress', 'margo', 'channing', 'eve', 'maneuvers', 'way', 'margo', 'broadway', 'role', 'becomes', 'sensation', 'even', 'causes', 'turmoil', 'lives', 'margo', 'director', 'boyfriend', 'playwright', 'wife', 'cynical', 'drama', 'critic', 'sees', 'eve', 'admiring', 'audacity', 'perfect', 'pattern', 'deceit']","['women', 'men']"
42,tt0032976,Rebecca,"['Drama', 'Mystery']","['monte carlo', 'based on novel', 'age difference', 'secret', 'obsession', 'bride', 'cornwall', 'love', 'suspense', 'rural setting', 'devotion', 'housekeeper', 'death', 'estate', 'costume party', 'film noir', 'second wife']",A self-conscious bride is tormented by the memory of her husband's dead first wife.,8.590813,1940-04-12,The shadow of this woman darkened their love.,7.7,346,"['self-conscious', 'bride', 'tormented', 'memory', 'husband', 'dead', 'first', 'wife']","['shadow', 'woman', 'darkened', 'love']"
43,tt0035446,To Be or Not to Be,"['Comedy', 'War']","['love triangle', 'london england', 'infidelity', 'world war ii', 'warsaw ghetto', 'polish resistance', 'jewish ghetto', 'nazis', 'airplane', 'parachuting', 'funny nazi', 'military officer', 'espionage']","During the Nazi occupation of Poland, an acting troupe becomes embroiled in a Polish soldier's efforts to track down a German spy.",7.274948,1942-03-05,,7.7,119,"['nazi', 'occupation', 'poland', 'acting', 'troupe', 'becomes', 'embroiled', 'polish', 'soldier', 'efforts', 'track', 'german', 'spy']",[]
44,tt0038650,It's a Wonderful Life,"['Drama', 'Family', 'Fantasy']","['holiday', 'angel', 'based on novel', 'bank', 'suicide attempt', 'small town', 'christmas tree', 'great depression', 'christmas eve', 'feel-good ending', 'guardian angel', 'christmas']","George Bailey has spent his entire life giving of himself to the people of Bedford Falls. He has always longed to travel but never had the opportunity in order to prevent rich skinflint Mr. Potter from taking over the entire town. All that prevents him from doing so is George's modest building and loan company, which was founded by his generous father. But on Christmas Eve, George's Uncle Billy loses the business's $8,000 while intending to deposit it in the bank. Potter finds the misplaced money, hides it from Billy, and George's troubles begin.",15.031588,1946-12-20,It's a wonderful laugh! It's a wonderful love!,8,1103,"['george', 'bailey', 'spent', 'entire', 'life', 'giving', 'people', 'bedford', 'falls', 'always', 'longed', 'travel', 'never', 'opportunity', 'order', 'prevent', 'rich', 'skinflint', 'mr.', 'potter', 'taking', 'entire', 'town', 'prevents', 'george', 'modest', 'building', 'loan', 'company', 'founded', 'generous', 'father', 'christmas', 'eve', 'george', 'uncle', 'billy', 'loses', 'business', '8,000', 'intending', 'deposit', 'bank', 'potter', 'finds', 'misplaced', 'money', 'hides', 'billy', 'george', 'troubles', 'begin']","['wonderful', 'laugh', 'wonderful', 'love']"
45,tt0031679,Mr. Smith Goes to Washington,"['Comedy', 'Drama']","['corruption', 'washington d.c.', 'senate', 'senator', 'governor', 'politician', 'camp', 'conservative', 'usa politics', 'political drama']","Naive and idealistic Jefferson Smith, leader of the Boy Rangers, is appointed on a lark by the spineless governor of his state. He is reunited with the state's senior senator--presidential hopeful and childhood hero, Senator Joseph Paine. In Washington, however, Smith discovers many of the shortcomings of the political process as his earnest goal of a national boys' camp leads to a conflict with the state political boss, Jim Taylor. Taylor first tries to corrupt Smith and then later attempts to destroy Smith through a scandal.",8.168694,1939-10-19,"Romance, drama, laughter and heartbreak... created out of the very heart and soil of America!",7.9,245,"['naive', 'idealistic', 'jefferson', 'smith', 'leader', 'boy', 'rangers', 'appointed', 'lark', 'spineless', 'governor', 'state', 'reunited', 'state', 'senior', 'senator', '--', 'presidential', 'hopeful', 'childhood', 'hero', 'senator', 'joseph', 'paine', 'washington', 'however', 'smith', 'discovers', 'many', 'shortcomings', 'political', 'process', 'earnest', 'goal', 'national', 'boys', ""'"", 'camp', 'leads', 'conflict', 'state', 'political', 'boss', 'jim', 'taylor', 'taylor', 'first', 'tries', 'corrupt', 'smith', 'later', 'attempts', 'destroy', 'smith', 'scandal']","['romance', 'drama', 'laughter', 'heartbreak', 'created', 'heart', 'soil', 'america']"
46,tt0059742,The Sound of Music,"['Drama', 'Family', 'Music', 'Romance']","['resistance', 'austria', 'world war ii', 'musical', 'music competition', 'salzburg', 'based on play or musical', 'classic', 'alps', 'governess', 'convent', 'music contest', 'novice', 'puppet show', 'nun in love', 'nazi occupation', '1930s']",Film adaptation of a classic Rodgers and Hammerstein musical based on a nun who becomes a governess for an Austrian family.,9.06773,1965-03-02,The happiest sound in all the world!,7.4,966,"['film', 'adaptation', 'classic', 'rodgers', 'hammerstein', 'musical', 'based', 'nun', 'becomes', 'governess', 'austrian', 'family']","['happiest', 'sound', 'world']"
